START ITHAKI GPS TRACKI
$GPGGA,103643.000,4037.6482,N,02257.5316,E,1,09,1.1,42.4,M,36.1,M,,0000*6B
$GPGGA,103644.000,4037.6482,N,02257.5316,E,1,09,1.1,42.4,M,36.1,M,,0000*6C
$GPGGA,103645.000,4037.6482,N,02257.5316,E,1,09,1.1,42.4,M,36.1,M,,0000*6D
$GPGGA,103646.000,4037.6482,N,02257.5316,E,1,09,1.1,42.4,M,36.1,M,,0000*6E
$GPGGA,103647.000,4037.6482,N,02257.5316,E,1,09,1.1,42.4,M,36.1,M,,0000*6F
$GPGGA,103648.000,4037.6482,N,02257.5316,E,1,09,1.1,42.4,M,36.1,M,,0000*60
$GPGGA,103649.000,4037.6482,N,02257.5314,E,1,09,1.1,42.2,M,36.1,M,,0000*65
$GPGGA,103650.000,4037.6482,N,02257.5310,E,1,09,1.1,42.1,M,36.1,M,,0000*6A
$GPGGA,103651.000,4037.6482,N,02257.5301,E,1,09,1.1,42.1,M,36.1,M,,0000*6B
$GPGGA,103652.000,4037.6485,N,02257.5286,E,1,09,1.1,42.0,M,36.1,M,,0000*60
$GPGGA,103653.000,4037.6495,N,02257.5267,E,1,09,1.1,41.9,M,36.1,M,,0000*65
$GPGGA,103654.000,4037.6509,N,02257.5246,E,1,09,1.1,41.8,M,36.1,M,,0000*64
$GPGGA,103655.000,4037.6528,N,02257.5223,E,1,09,1.1,41.7,M,36.1,M,,0000*6A
$GPGGA,103656.000,4037.6553,N,02257.5192,E,1,09,1.1,41.6,M,36.1,M,,0000*6D
$GPGGA,103657.000,4037.6582,N,02257.5158,E,1,09,1.1,41.5,M,36.1,M,,0000*65
$GPGGA,103658.000,4037.6612,N,02257.5122,E,1,09,1.1,41.4,M,36.1,M,,0000*6C
$GPGGA,103659.000,4037.6644,N,02257.5086,E,1,09,1.1,41.3,M,36.1,M,,0000*66
$GPGGA,103700.000,4037.6677,N,02257.5047,E,1,09,1.1,41.2,M,36.1,M,,0000*67
$GPGGA,103701.000,4037.6714,N,02257.5006,E,1,09,1.1,41.1,M,36.1,M,,0000*64
$GPGGA,103702.000,4037.6753,N,02257.4962,E,2,06,1.6,41.2,M,36.1,M,2.0,0000*4A
$GPGGA,103703.000,4037.6794,N,02257.4916,E,2,06,1.6,41.3,M,36.1,M,3.0,0000*43
$GPGGA,103704.000,4037.6835,N,02257.4870,E,2,07,1.6,41.2,M,36.1,M,2.0,0000*40
$GPGGA,103705.000,4037.6878,N,02257.4824,E,2,07,1.6,41.1,M,36.1,M,2.0,0000*4A
$GPGGA,103706.000,4037.6921,N,02257.4777,E,2,07,1.6,41.1,M,36.1,M,2.0,0000*4D
$GPGGA,103707.000,4037.6964,N,02257.4732,E,2,07,1.6,40.9,M,36.1,M,2.0,0000*45
$GPGGA,103708.000,4037.7006,N,02257.4687,E,2,07,1.6,40.7,M,36.1,M,2.0,0000*47
$GPGGA,103709.000,4037.7046,N,02257.4643,E,2,07,1.6,40.5,M,36.1,M,2.0,0000*48
$GPGGA,103710.000,4037.7083,N,02257.4602,E,2,07,1.6,40.2,M,36.1,M,2.0,0000*4B
$GPGGA,103711.000,4037.7117,N,02257.4566,E,2,07,1.6,39.9,M,36.1,M,3.0,0000*43
$GPGGA,103712.000,4037.7143,N,02257.4540,E,2,07,1.6,39.7,M,36.1,M,2.0,0000*4A
$GPGGA,103713.000,4037.7163,N,02257.4526,E,2,07,1.6,39.5,M,36.1,M,2.0,0000*4B
$GPGGA,103714.000,4037.7180,N,02257.4522,E,2,07,1.6,39.4,M,36.1,M,2.0,0000*44
$GPGGA,103715.000,4037.7196,N,02257.4527,E,2,07,1.6,39.4,M,36.1,M,3.0,0000*46
$GPGGA,103716.000,4037.7212,N,02257.4543,E,2,07,1.6,39.4,M,36.1,M,4.0,0000*4F
$GPGGA,103717.000,4037.7227,N,02257.4566,E,2,07,1.6,39.5,M,36.1,M,5.0,0000*4F
$GPGGA,103718.000,4037.7244,N,02257.4596,E,2,07,1.6,39.4,M,36.1,M,6.0,0000*48
$GPGGA,103719.000,4037.7263,N,02257.4629,E,2,07,1.6,39.5,M,36.1,M,7.0,0000*4B
$GPGGA,103720.000,4037.7281,N,02257.4662,E,2,07,1.6,39.4,M,36.1,M,8.0,0000*4C
$GPGGA,103721.000,4037.7302,N,02257.4694,E,2,07,1.6,39.4,M,36.1,M,9.0,0000*4F
$GPGGA,103722.000,4037.7328,N,02257.4726,E,2,07,1.6,39.6,M,36.1,M,10.0,0000*76
$GPGGA,103723.000,4037.7357,N,02257.4758,E,2,07,1.6,39.8,M,36.1,M,11.0,0000*79
$GPGGA,103724.000,4037.7389,N,02257.4790,E,2,07,1.6,40.0,M,36.1,M,12.0,0000*7C
$GPGGA,103725.000,4037.7420,N,02257.4822,E,2,07,1.6,40.2,M,36.1,M,13.0,0000*7C
$GPGGA,103726.000,4037.7451,N,02257.4852,E,2,07,1.6,40.4,M,36.1,M,14.0,0000*7F
$GPGGA,103727.000,4037.7482,N,02257.4881,E,2,07,1.6,40.7,M,36.1,M,15.0,0000*7C
$GPGGA,103728.000,4037.7516,N,02257.4908,E,2,07,1.6,41.0,M,36.1,M,16.0,0000*7A
$GPGGA,103729.000,4037.7548,N,02257.4937,E,2,07,1.6,41.3,M,36.1,M,17.0,0000*7E
$GPGGA,103730.000,4037.7576,N,02257.4973,E,2,07,1.6,41.6,M,36.1,M,18.0,0000*71
$GPGGA,103731.000,4037.7603,N,02257.5014,E,1,09,1.1,42.3,M,36.1,M,,0000*63
$GPGGA,103732.000,4037.7630,N,02257.5058,E,1,09,1.1,42.8,M,36.1,M,,0000*63
$GPGGA,103733.000,4037.7658,N,02257.5101,E,1,09,1.1,43.4,M,36.1,M,,0000*6C
$GPGGA,103734.000,4037.7685,N,02257.5142,E,1,09,1.1,43.9,M,36.1,M,,0000*61
$GPGGA,103735.000,4037.7711,N,02257.5181,E,1,09,1.1,44.6,M,36.1,M,,0000*6B
$GPGGA,103736.000,4037.7736,N,02257.5220,E,1,09,1.1,45.1,M,36.1,M,,0000*63
$GPGGA,103737.000,4037.7759,N,02257.5258,E,1,09,1.1,45.7,M,36.1,M,,0000*62
$GPGGA,103738.000,4037.7781,N,02257.5291,E,1,09,1.1,45.9,M,36.1,M,,0000*63
$GPGGA,103739.000,4037.7798,N,02257.5322,E,1,09,1.1,46.2,M,36.1,M,,0000*6B
$GPGGA,103740.000,4037.7810,N,02257.5347,E,1,09,1.1,46.5,M,36.1,M,,0000*6E
$GPGGA,103741.000,4037.7817,N,02257.5365,E,1,09,1.1,46.8,M,36.1,M,,0000*65
$GPGGA,103742.000,4037.7818,N,02257.5378,E,1,09,1.1,47.5,M,36.1,M,,0000*69
$GPGGA,103743.000,4037.7814,N,02257.5390,E,1,09,1.1,48.1,M,36.1,M,,0000*69
$GPGGA,103744.000,4037.7807,N,02257.5401,E,1,09,1.1,48.3,M,36.1,M,,0000*61
$GPGGA,103745.000,4037.7796,N,02257.5410,E,1,09,1.1,48.3,M,36.1,M,,0000*67
$GPGGA,103746.000,4037.7782,N,02257.5418,E,1,09,1.1,48.4,M,36.1,M,,0000*6E
$GPGGA,103747.000,4037.7765,N,02257.5428,E,1,09,1.1,48.2,M,36.1,M,,0000*63
$GPGGA,103748.000,4037.7745,N,02257.5440,E,1,09,1.1,48.4,M,36.1,M,,0000*66
$GPGGA,103749.000,4037.7724,N,02257.5452,E,1,09,1.1,48.5,M,36.1,M,,0000*62
$GPGGA,103750.000,4037.7705,N,02257.5465,E,1,08,1.1,48.6,M,36.1,M,,0000*6F
$GPGGA,103751.000,4037.7686,N,02257.5477,E,1,09,1.1,49.1,M,36.1,M,,0000*60
$GPGGA,103752.000,4037.7667,N,02257.5489,E,1,09,1.1,49.3,M,36.1,M,,0000*6F
$GPGGA,103753.000,4037.7648,N,02257.5502,E,1,09,1.1,49.5,M,36.1,M,,0000*67
$GPGGA,103754.000,4037.7628,N,02257.5515,E,1,09,1.1,49.8,M,36.1,M,,0000*6D
$GPGGA,103755.000,4037.7609,N,02257.5529,E,1,09,1.1,50.0,M,36.1,M,,0000*60
$GPGGA,103756.000,4037.7590,N,02257.5541,E,1,09,1.1,50.0,M,36.1,M,,0000*6E
$GPGGA,103757.000,4037.7572,N,02257.5555,E,1,09,1.1,50.3,M,36.1,M,,0000*65
$GPGGA,103758.000,4037.7554,N,02257.5568,E,1,09,1.1,50.4,M,36.1,M,,0000*67
$GPGGA,103759.000,4037.7535,N,02257.5580,E,1,09,1.1,50.3,M,36.1,M,,0000*60
$GPGGA,103800.000,4037.7519,N,02257.5590,E,1,09,1.1,50.4,M,36.1,M,,0000*6B
$GPGGA,103801.000,4037.7506,N,02257.5599,E,1,09,1.1,50.4,M,36.1,M,,0000*6D
$GPGGA,103802.000,4037.7495,N,02257.5606,E,1,09,1.1,50.5,M,36.1,M,,0000*61
$GPGGA,103803.000,4037.7486,N,02257.5611,E,1,09,1.1,50.6,M,36.1,M,,0000*67
STOP ITHAKI GPS TRACKING